from_taxon,Bacteroides,Prevotella,Faecalibacterium,Roseburia,Blautia,Agathobacter,Subdoligranulum,Ruminococcus,Ruminococcus_gnavus_group,Ruminococcaceae_UCG-002,Ruminococcaceae_UCG-005,Ruminococcaceae_NK4A214_group,Lachnospira,Lachnospiraceae_NK4A136_group,Lachnospiraceae_UCG-001,Lachnospiraceae_UCG-004,Lachnoclostridium,Eubacterium_hallii_group,Eubacterium_eligens_group,Eubacterium_coprostanoligenes_group,Coprococcus,Anaerostipes,Dorea,Fusicatenibacter,Butyricicoccus,Christensenellaceae_R-7_group,Oscillibacter,Dialister,Veillonella,Megamonas,Phascolarctobacterium,Parabacteroides,Alistipes,Barnesiella,Odoribacter,Butyricimonas,Bilophila,Desulfovibrio,Sutterella,Parasutterella,Akkermansia,Bifidobacterium,Collinsella,Eggerthella,Enterococcus,Streptococcus,Lactobacillus,Enterobacter,Escherichia_Shigella,Klebsiella,Citrobacter,Clostridium_sensu_stricto_1,Clostridioides,Peptostreptococcus,Finegoldia,Paraprevotella,Romboutsia,Turicibacter,Holdemanella,Intestinibacter,Catenibacterium,Anaerotruncus,Parvimonas,Fusobacterium,Haemophilus,Campylobacter,Helicobacter,Methanobrevibacter,Anaerococcus,Porphyromonas,Alloprevotella,Granulicatella,Actinomyces,Bacillus,Staphylococcus,Corynebacterium,Pseudomonas,Acinetobacter,Enterocloster,Flavonifractor,Butyrivibrio,Clostridiales_vadinBB60_group,Family_XIII_AD3011_group,Monoglobus,Bacteroidetes_unclassified,Firmicutes_unclassified,Lachnospiraceae_unclassified,Ruminococcaceae_unclassified,Bacteroidales_unclassified,Proteobacteria_unclassified,Actinobacteria_unclassified,Verrucomicrobia_unclassified,Erysipelotrichaceae_UCG-003,Erysipelotrichaceae_UCG-006,Erysipelatoclostridium,Senegalimassilia,Slackia,Gordonibacter,Anaerobutyricum,Coprobacter,Murimonas,Anaerofustis,Pseudoflavonifractor,Oscillospira,Anaeroplasma,UCG-010,UCG-014,UCG-003,UCG-009,UCG-013,UCG-007,Rikenellaceae_RC9_gut_group,Candidatus_Saccharimonas,Mitsuokella,Succinivibrio,Succiniclasticum,Victivallis,Anaerovorax,Howardella,Butyricimonas_group
Holdemanella,-0.05713997,-0.14175732,-0.00154733,-0.02249843,0.02446177,0.00788947,0.00127947,0.01978708,0.00000331,0.00199303,-0.00381390,0.00002751,0.00051703,0.00015406,0.00197962,0.00000025,0.00059601,-0.00073350,-0.00013316,-0.00117315,-0.00098524,0.00373780,0.00006818,0.00000000,-0.00001563,-0.00140126,0.00491756,-0.01387334,-0.01316992,-0.01539875,0.00224570,0.00429878,0.00079571,0.00005783,-0.00055732,0.00003258,-0.00069488,-0.00017153,0.00160723,0.00327296,0.00621491,-0.00069913,-0.00580341,0.00056170,0.00984370,0.01975162,0.00476615,0.00521232,0.02742506,0.00080670,0.02094151,0.00105227,0.00000515,0.00049514,0.00038889,-0.00686782,0.00033775,0.00000000,-0.00188285,-0.00134389,0.00024540,-0.00002348,0.00000981,0.00059116,0.00652364,-0.00140776,0.00100892,0.00175269,0.00711601,0.00105670,0.00100186,0.00091911,-0.00038101,0.00150642,0.03567361,0.00879648,0.01400683,-0.00347878,-0.00347331,0.00012783,0.00123855,0.00011753,0.00000242,0.00000000,-0.00019170,0.00191215,0.00000000,0.00000267,0.00000132,0.00006543,0.00035489,0.00165835,-0.00032657,-0.00019045,0.00018697,0.00277699,0.00113218,-0.00000001,0.00531934,0.00000000,-0.00013007,0.00139863,-0.00015679,0.00019794,-0.00032262,0.00001248,0.00609314,0.00000038,0.00000000,-0.00084255,0.00000000,-0.00271720,0.00136043,0.00110572,-0.00012948,0.00000000,0.00000000,0.00000000,0.00002183,-0.00038148
Intestinibacter,0.01866926,0.08703675,-0.05507346,-0.00445912,-0.01136254,-0.02259631,-0.01725913,-0.05762708,-0.00035625,-0.00095454,-0.00039736,0.00087713,-0.00197184,-0.00106576,-0.00160613,-0.00031497,-0.00268347,-0.00420189,0.00055035,0.00027562,-0.00778131,0.00063375,0.00045094,0.00002653,0.00062064,0.00332672,-0.00855308,0.00316988,-0.01624418,0.00925901,-0.01035928,0.00592200,-0.00003186,0.00025831,-0.00013205,-0.00225969,0.00061978,-0.00015554,0.00145072,-0.00829387,-0.01137329,0.00107645,0.00643954,-0.00110481,0.00107061,-0.00265049,0.00394536,-0.00191416,0.00905190,0.00404212,-0.00654496,-0.00089589,-0.00012913,-0.00254544,-0.00310009,0.00052070,-0.00040761,0.00363895,-0.00132195,-0.00143355,0.00005999,-0.00013256,0.00054684,0.00213674,0.02286857,0.00173882,-0.00320263,-0.00704441,0.01575509,0.00362050,0.00114152,0.00191172,-0.00002227,0.00144405,0.04667717,-0.00028727,-0.01165694,0.02561809,0.00071307,-0.00020616,0.00016778,-0.00022770,0.00014604,0.00000000,-0.00023462,-0.00058779,0.00000000,0.00007581,-0.00095112,-0.00181304,-0.00239831,0.00212831,0.00002504,-0.00548753,-0.00036114,0.00640295,0.00214100,0.00002348,-0.00791187,0.00325375,0.00003041,-0.00185150,-0.00148525,-0.00018899,-0.00447747,0.00068924,0.00144355,0.00002455,0.00000000,0.00066758,-0.00056735,-0.00427644,0.00034662,-0.00025453,0.00690630,0.00000000,0.00000000,0.00001985,-0.00076868,0.00082496
Catenibacterium,-0.02009512,0.00657172,0.05470029,0.01014510,-0.01404185,0.01073569,0.01987607,0.04653656,0.00000000,0.00083652,0.00000000,0.00000000,0.00369379,0.00000503,0.00080162,0.00000000,0.00260928,-0.00129445,0.00053433,0.00000000,0.00911959,0.00124774,0.00000000,0.00000000,0.00002280,0.00158561,0.00630877,-0.00285619,0.00501108,-0.00442141,0.00026926,-0.00542918,0.00739602,0.00015701,0.00109805,0.00000000,-0.00281949,0.00010259,-0.00520794,0.00501758,-0.00120608,0.00032823,0.00386377,0.00004560,-0.00879385,-0.02523004,-0.00659624,-0.02471839,-0.02750606,0.00001909,-0.02146530,-0.00003621,0.00000000,0.00143231,0.00000000,0.00031928,0.00005296,0.00005888,0.00425252,0.00090359,-0.00502607,0.00000000,-0.00010543,0.00109971,-0.00443634,-0.00307700,0.00008310,-0.00121430,-0.01163792,-0.00171435,-0.00188103,-0.00158669,-0.00091736,-0.00159155,-0.09245075,-0.00398611,-0.00583514,-0.00025041,0.00000000,0.00000000,-0.00023294,0.00000000,0.00000000,0.00000000,0.00000000,0.00111739,0.00000000,0.00000000,-0.00027677,0.00141384,-0.00071074,0.00627230,0.00000000,0.00029651,0.00000000,-0.00169179,-0.00065217,0.00000000,0.00335485,0.00000000,0.00000000,0.00033938,-0.00363982,0.00000000,0.00075672,0.00016156,-0.00132857,0.00000000,0.00000000,0.00000000,0.00127348,0.00152209,0.00036540,0.00007428,-0.00002503,0.00000000,-0.00013179,-0.00007510,-0.00050261,0.00079872
Anaerotruncus,-0.01023921,-0.06086550,0.01734208,-0.00455245,-0.03151538,-0.00004275,0.00000000,-0.00035839,-0.00005066,0.00016365,-0.00208268,0.00000000,0.00000000,0.00000000,-0.00111373,0.00000000,-0.00016649,0.00100889,0.00000000,-0.00196263,0.00000000,-0.00217460,0.00020691,0.00000000,0.00000000,0.00000000,0.00156899,0.02966635,0.01356715,0.00159096,0.00247136,0.00000000,-0.00019406,-0.00014588,0.00083375,-0.00394268,-0.00285304,-0.00040532,-0.00019510,0.00776063,0.00672977,0.00076739,-0.00724839,0.00002172,-0.00034124,-0.00461325,-0.00146615,0.00084248,-0.00828561,-0.00278462,0.00097051,0.00280340,-0.00014344,-0.00274587,-0.00118808,0.00743140,0.00000000,0.00000000,0.00202223,0.00009607,0.00000000,-0.01046992,0.00000000,0.00000000,-0.00112794,-0.00100494,0.00002650,0.00000000,0.00270195,-0.00125336,-0.00006384,-0.00216362,0.00074111,-0.00017535,-0.01467193,0.00317108,0.00156759,0.00077986,-0.00022715,-0.00241724,0.00000000,-0.00058546,0.00000000,0.00000000,-0.00169783,-0.00009299,0.00000000,0.00000000,-0.00314625,-0.00050758,0.00272157,-0.00315809,0.00003988,0.00000000,0.00310952,0.00321787,0.00000000,-0.00003693,0.00000000,0.00003286,0.00022034,0.00000000,0.00000000,0.00272514,-0.00026289,0.00000000,-0.00109226,0.00048032,0.00000000,0.00195999,0.00000000,0.00370137,0.00000196,-0.00068078,0.00634405,0.00000000,0.00000000,0.00000000,-0.00036308,0.00597108
Parvimonas,0.07614882,0.00000000,0.01736686,-0.00319361,0.00461975,0.00744355,0.00944314,0.00442627,0.00295387,0.00028311,0.00000000,-0.00098406,0.00000000,0.00214436,0.00000000,-0.00000574,-0.00014991,0.00001897,0.00007881,0.00000000,-0.00094172,0.00192563,0.00000000,0.00000000,0.00171820,0.00000000,0.00000000,-0.00075602,0.00000000,0.00000000,-0.00244031,0.00599601,0.00706270,0.00000000,0.00081249,0.00000000,0.00142340,-0.00185159,0.00161516,-0.00001805,0.00220225,-0.00231069,0.00006497,0.00024740,-0.00960362,-0.01053530,-0.00343531,0.00000000,-0.01158245,0.00006478,-0.00083956,0.00000000,0.00000000,-0.00060940,0.00000000,0.00000000,0.00000000,-0.00018782,0.00030439,0.00033249,0.00000000,0.00000000,-0.00111080,0.00000000,-0.00003610,0.00000000,0.00151643,0.00013589,-0.00094574,0.00013881,-0.00117628,0.00011019,0.00000000,-0.00061621,-0.02138541,-0.00013513,-0.03754393,-0.00845016,0.00000000,0.00000000,-0.00000545,-0.00017839,-0.00128315,0.00000000,0.00007123,-0.00010461,0.00015732,0.00086886,0.00000000,0.00000000,0.00000925,0.00000000,0.00000000,0.00020475,0.00142754,0.00000000,0.00000000,0.00000000,-0.00061149,-0.00008299,0.00232695,-0.00022148,0.00130280,0.00037681,0.00000000,0.00000000,0.00012362,-0.00039865,0.00000000,0.00000000,0.00060826,0.00189198,0.00000000,0.00000000,0.00009078,0.00000000,0.00000000,-0.00000280,0.00084289,0.00000000
Fusobacterium,-0.01694703,-0.00412473,-0.00323554,-0.00362950,-0.01756978,0.00252447,0.00852350,-0.00888294,-0.00000152,-0.00287690,0.00000000,0.00000000,0.00073794,0.00091088,-0.00508329,0.00000000,0.00138265,-0.00439705,-0.00126890,0.00000000,0.00169811,0.00062134,0.00000000,0.00000000,0.00164435,0.00081390,-0.00153752,-0.00131757,0.00476243,-0.00489082,-0.00292537,-0.00957195,-0.00670473,-0.00026456,-0.00196064,-0.00016792,0.00189114,0.00020052,-0.00646105,-0.01181212,0.01331942,-0.00220810,-0.00212140,0.00007656,0.00435046,0.01719009,-0.01297865,-0.00620407,0.02486119,0.00023054,0.00590043,-0.00017669,0.00022288,0.00091939,-0.00171910,0.00437882,-0.00170649,-0.00268275,0.00001180,0.00007253,-0.00321500,-0.00001006,0.00003792,-0.00459372,-0.00594302,-0.00257852,0.00387731,0.00706272,0.01398301,0.01257015,0.00067295,0.00072670,0.00237214,-0.00171658,0.03557569,0.00769379,-0.00417821,0.00005453,-0.00036126,0.00000000,-0.00025627,0.00000000,0.00000000,0.00000000,0.00000000,-0.00216011,0.00005803,0.00000000,0.00005211,-0.00008603,-0.00214676,-0.00963517,0.00006089,0.00104130,0.00000000,-0.00396450,-0.00157371,0.00015514,-0.01003506,-0.00087802,-0.00001852,0.00261128,-0.00568294,0.00000967,-0.00728679,-0.00040052,-0.00255027,0.00000000,0.00057842,0.00004695,-0.00020322,0.00674103,-0.00162077,-0.00020592,-0.00063023,0.00000000,0.00004740,0.00011708,0.00098194,-0.00150743
Haemophilus,0.05015356,0.04150088,-0.01594182,0.00433607,-0.00725372,-0.00894177,-0.00408714,-0.01482845,0.00070929,-0.00147291,-0.00115327,-0.00056181,-0.00213741,-0.00011525,-0.00069552,0.00001260,-0.00104028,0.00123110,-0.00005713,0.00010091,-0.00238986,-0.00554339,-0.00033154,-0.00000094,-0.00000370,0.00056235,-0.00322584,-0.01351853,0.00722525,0.01061041,0.00288250,-0.00690862,-0.00234073,-0.00002083,0.00023909,0.00201074,-0.00112714,-0.00016582,0.00527087,-0.00722568,-0.00546500,0.00167905,0.00025672,-0.00118918,0.00683526,0.01659555,-0.00437476,-0.00056441,-0.00641076,-0.00096867,-0.00665535,0.00004486,0.00009280,0.00122138,-0.00115353,-0.00406592,0.00003718,0.00072467,-0.00081793,-0.00020441,0.00218697,-0.00072720,-0.00024377,-0.00058954,-0.03583604,0.00000162,0.00057267,-0.00424995,0.00150876,-0.00432072,0.00091849,-0.00066675,0.00024683,0.00059462,0.00242953,-0.00300870,0.06334184,0.01682306,-0.00053556,0.00098610,-0.00225165,-0.00008872,0.00000000,0.00000000,-0.00028307,0.00092451,0.00001139,-0.00006260,-0.00000759,-0.00038396,0.00128891,-0.00237724,-0.00001147,0.00103047,-0.00125710,-0.00027976,-0.00091779,0.00002065,-0.00177333,-0.00014676,-0.00048677,0.00039336,0.00206206,0.00047508,-0.00334959,0.00009301,0.00193693,-0.00001647,0.00000983,-0.00204236,-0.00030132,0.00171247,0.00092286,0.00042036,-0.00500641,0.00000000,0.00000830,0.00002588,-0.00155852,-0.00059474
Campylobacter,0.12878776,0.02872424,-0.07200230,-0.03513485,-0.06782129,-0.04907990,-0.02865055,-0.04705449,0.00000560,-0.00409502,0.00090391,0.00000000,-0.00581040,-0.00157737,-0.00392961,-0.00012523,-0.00415350,-0.00691525,-0.00085641,-0.00154383,-0.00635482,-0.01710012,0.00297334,-0.00000433,0.00057516,-0.01153333,-0.00174312,-0.00200568,0.00352965,0.01390903,0.04443168,-0.01354828,0.00299868,-0.00034750,-0.00358428,0.00749873,-0.00097627,-0.00001781,-0.01569679,-0.00055622,-0.01136634,0.00037933,0.01544441,0.00116911,0.02611823,0.00242333,0.00214522,-0.00115445,-0.04704571,0.00460656,-0.00603736,0.00328592,0.00009511,-0.00088655,0.00465523,0.00244128,-0.00380328,-0.00153175,-0.00336451,-0.00147483,0.00769233,0.00394753,-0.00016067,-0.00528525,0.00294091,-0.02231287,-0.00422131,-0.02239926,0.03059431,0.02659896,-0.00066220,0.01035036,-0.00008328,0.00761035,0.00428190,-0.00094812,0.00460960,0.03957354,0.00090349,0.00238590,-0.00009170,0.00281465,0.00000000,0.00000000,0.00063000,-0.00801561,0.00028607,0.00000000,-0.00043635,-0.00159866,-0.00079638,-0.01096039,-0.00008540,-0.00249065,0.00411631,0.00078560,-0.00413279,0.00049916,-0.00061526,0.00056364,0.00509273,0.00392104,-0.00366418,0.00593779,-0.00904674,-0.00053607,0.01090563,-0.00051648,0.00023657,-0.00093226,-0.00095300,0.00459901,0.00387493,0.00185929,0.01248874,0.00000000,-0.00020084,0.00005466,-0.00091144,-0.00000247
Helicobacter,0.10740375,-0.00841000,0.01560464,0.02215052,-0.06773212,0.00953223,0.02942099,-0.01985904,0.00056965,-0.00291750,0.00000000,0.00743212,-0.00380499,-0.00245829,0.00023361,-0.00026603,0.00204425,0.00674385,0.00003763,0.00003066,-0.00002387,0.00530722,0.00000000,0.00000000,0.00054425,0.01076478,-0.00235923,0.00725170,0.00326091,-0.00243789,-0.00204637,-0.01449961,-0.03870471,-0.00058500,0.00515583,-0.00015861,0.00291885,-0.00249493,-0.00714242,-0.00505107,0.00531052,0.00049945,0.00235241,-0.00035906,-0.01068606,-0.01639006,0.00490185,0.00293337,-0.06030167,-0.00259200,0.00787249,-0.00044557,0.00007983,0.00230623,0.00143698,-0.00474868,0.00202032,0.00063425,-0.00084297,0.00424916,-0.00311466,-0.00003198,0.00108122,-0.00309676,-0.00626184,0.00224261,-0.02477984,0.00666907,-0.01055065,0.00558217,0.00512522,0.00021165,0.00181920,-0.00154116,-0.01701642,-0.01580094,-0.01090520,-0.00862256,0.00020788,0.00000000,-0.00068121,0.00089873,0.00315869,0.00000000,-0.00087943,-0.00978581,0.00002743,-0.00383414,0.00134541,0.00136681,0.00147325,0.00754837,0.00000409,0.00008542,-0.00613260,-0.00247673,-0.00328136,0.00005411,-0.01364800,-0.00285011,0.00222347,0.00099367,-0.00774764,0.00017513,-0.00286466,0.00073649,0.00496593,0.00189997,-0.00009844,-0.00062455,-0.00081388,0.00376719,0.00342205,-0.00007680,0.00025020,0.00000000,0.00015707,-0.00009373,0.00151718,-0.00089891
Methanobrevibacter,-0.01441226,0.00558370,0.02424201,-0.00202194,0.02209438,0.00998085,0.00224471,0.01761851,-0.00020021,0.00233975,0.00000000,-0.00042537,0.00019391,-0.00017172,0.00218018,-0.00005982,0.00574325,0.00421245,0.00096271,0.00000041,-0.00002139,0.00403740,0.00000000,0.00000000,-0.00041677,0.00043391,0.00262047,-0.00044416,-0.00279054,0.00398762,-0.00202937,-0.00686501,-0.00981677,0.00006486,-0.00156167,0.00010072,-0.00677928,-0.00096922,0.00222036,0.00184510,0.00653966,-0.00350462,0.00271076,0.00003744,-0.01117264,-0.01660979,-0.00086329,-0.00754515,-0.01754580,0.00109340,-0.02594039,0.00025705,-0.00002504,-0.00243953,0.00081140,0.00135691,0.00101055,0.00176798,0.00025767,-0.00153960,0.00077033,0.00000084,-0.00000100,0.00113945,-0.00032551,-0.00071822,-0.00016847,-0.01113248,-0.00710728,-0.00287891,0.00039895,-0.00057016,0.00119866,0.00182409,-0.05011489,-0.00402909,-0.00644282,-0.00310104,-0.00014230,0.00000000,-0.00162465,-0.00000925,-0.00001849,0.00000000,0.00000000,0.00107024,0.00000296,-0.00012946,0.00001731,-0.00067480,0.00095755,0.00205884,-0.00002219,-0.00097350,-0.00073978,0.00048107,0.00061296,0.00005948,0.00688549,-0.00064309,0.00006801,0.00154802,0.00150326,-0.00000356,-0.00044248,-0.00009574,0.00814760,-0.00003699,-0.00021078,0.00003994,0.00019379,0.00049074,0.00348437,0.00017879,-0.00019476,0.00000000,-0.00000125,-0.00044870,-0.00123791,0.00128722
Anaerococcus,0.02727598,0.05375768,0.00877930,-0.01374003,-0.01315506,0.00384283,0.00720273,0.01758013,-0.00275791,0.00179064,0.00083406,-0.00214872,0.00177900,-0.00033138,0.00054742,0.00002544,0.00152882,0.00308229,0.00066183,0.00003390,-0.00148442,0.00136088,0.00019136,-0.00000139,-0.00107558,0.00500650,0.00194594,0.00800953,0.00152950,0.00704059,0.00364772,-0.00275681,-0.01096803,0.00015503,-0.00021087,0.00040303,-0.00278576,-0.00010717,0.00327865,0.00465917,0.00630451,-0.00879415,-0.00524560,-0.00113133,-0.00076819,-0.01247999,-0.00002904,-0.00249553,-0.00614860,0.00038032,0.00286217,-0.00221776,-0.00005530,-0.00289588,0.00150344,0.00026991,0.00133338,0.00073435,-0.00013397,-0.00031705,0.00124059,-0.00240221,-0.00033905,0.00189105,0.00861659,0.00314795,-0.00627323,0.00105141,-0.04680979,-0.00519134,-0.00216233,0.00179667,-0.00144069,0.00059775,0.00290155,-0.00405573,0.01105070,-0.00891331,-0.00142727,-0.00005496,-0.00106447,-0.00041425,-0.00000458,0.00000000,-0.00024580,0.00236828,-0.00003783,-0.00079834,0.00166460,0.00089068,0.00177759,0.00267840,-0.00018332,0.00012689,-0.00334972,0.00176880,0.00019022,-0.00005193,0.00419209,-0.00019913,-0.00069927,-0.00225873,0.00452558,-0.00053682,0.00292520,0.00037850,-0.00002509,-0.00093237,-0.00021329,0.00071086,-0.00015080,0.00232263,-0.00161086,-0.00145730,0.00069886,0.00000000,0.00007073,-0.00074065,-0.00150730,0.00006159
Porphyromonas,0.01511859,0.01025701,-0.00863407,-0.01049776,0.04026474,-0.01688082,-0.01025484,0.01671341,0.00048839,-0.00039958,-0.00160042,0.00007551,0.00306307,0.00081815,-0.00100519,0.00008280,-0.00117069,-0.00789043,-0.00026574,-0.00124354,0.00020805,-0.00075297,-0.00044035,0.00000461,0.00009875,0.00300950,0.00413003,-0.00303178,-0.00508167,0.01256641,0.00300625,0.00681087,0.00809487,0.00049641,-0.00089143,0.00130638,0.00156662,-0.00004563,0.02077633,0.00189761,0.00647104,0.00313365,-0.00589415,0.00061165,-0.00883197,-0.01347872,0.00261531,-0.00613042,-0.00228573,-0.00356774,-0.01553395,-0.00134500,-0.00010787,-0.00121128,0.00051422,-0.00233462,-0.00010898,0.00265849,-0.00192113,0.00005900,0.00517130,0.00112898,0.00011861,-0.00010850,-0.00103778,0.00355058,-0.00279195,0.00086356,-0.01040560,-0.02762763,-0.00330733,-0.00000186,-0.00116728,-0.00000153,-0.00944106,-0.00011218,0.03599826,0.03724287,-0.00204878,-0.00210333,-0.00052573,-0.00081387,0.00007003,0.00000000,-0.00116848,0.00419116,-0.00005044,0.00000000,-0.00172398,0.00088125,-0.00168453,0.00209038,0.00000273,0.00083998,-0.00192660,0.00229328,0.00200443,-0.00029054,0.00370778,-0.00075294,-0.00158210,-0.00166004,0.00794665,-0.00360592,0.00039594,0.00032347,-0.00216830,-0.00010340,0.00025770,-0.00162495,0.00000461,0.00138926,-0.00185616,-0.00074573,0.00777809,0.00000000,-0.00004432,0.00058076,0.00462966,-0.00163827
Alloprevotella,0.02490921,0.00789080,-0.07208889,-0.02051492,0.00058695,-0.02720492,-0.02349353,0.00808635,-0.00445426,0.00222763,0.00000000,-0.00132736,0.00433928,0.00013780,-0.00468401,-0.00066539,-0.00088675,-0.01180566,0.00005723,0.00012904,0.00168271,0.00204415,0.00000000,0.00000000,0.00026706,-0.00644673,0.00748380,0.00527049,0.00191105,-0.00244398,-0.00436209,-0.01449559,-0.01934018,0.00025776,-0.00194235,-0.00032956,-0.00109156,-0.00110652,0.00096161,0.00859362,-0.00159897,-0.02369989,-0.01072972,-0.00071075,0.01462028,0.01116511,0.00145098,0.00634596,0.01446380,-0.00002402,-0.00308800,0.00030204,0.00000000,-0.00325150,-0.00133256,0.00195930,0.00066778,-0.00023890,-0.00021179,-0.00156161,0.00124160,-0.00001448,0.00072328,-0.00013125,0.00710525,0.00152177,-0.00383958,0.00331091,-0.00581764,-0.00249283,-0.00789976,0.00045523,0.00045900,-0.00217250,0.01761862,0.00248034,0.09732061,0.02303611,0.00000000,0.00000000,-0.00073557,0.00057876,0.00007703,0.00000000,-0.00042606,-0.00058599,0.00002394,-0.00074738,0.00017948,0.00127287,-0.00417098,0.00124342,0.00002071,0.00110081,-0.00078478,0.00262050,-0.00033140,-0.00030653,-0.00088227,-0.00191760,-0.00465732,0.00088839,-0.00475866,-0.00073011,-0.00073944,0.00014503,-0.00910527,-0.00059516,0.00000000,0.00000000,-0.00000852,0.00402675,-0.00273723,0.00003307,0.00067790,0.00000000,0.00000000,0.00282330,0.00213119,0.00161529
Granulicatella,-0.01138321,0.21334685,-0.02717146,0.00735868,-0.04246244,-0.03469402,-0.01880246,-0.04235340,-0.00015906,-0.00077141,-0.00804441,-0.00008156,0.00012247,-0.00033127,-0.00028107,0.00000000,0.00542216,0.00145982,0.00090650,0.00239749,0.00115703,-0.01831985,-0.00287836,-0.00000310,0.00001346,-0.01822984,0.00651663,-0.02540530,-0.00414309,-0.00357808,-0.01285505,-0.01987915,-0.00148490,0.00003075,-0.00324699,0.00302441,0.00348496,-0.00025419,0.01192695,-0.01138668,-0.00116158,-0.00375833,-0.00151612,-0.00208176,-0.00015068,-0.00419548,-0.00467835,0.00645947,0.04875218,0.00066848,0.01945746,0.00014544,0.00003685,-0.00732879,-0.00742588,0.00772308,0.00007313,0.00028894,0.00219477,-0.00353947,-0.00334402,-0.00355197,-0.00013181,-0.00079180,-0.00642744,0.00848153,0.00334252,-0.00731525,-0.00668852,-0.01067442,-0.00496487,-0.01600850,0.00418844,0.00076568,0.07077502,0.01264423,-0.00736234,0.01920482,-0.00279124,0.00174437,-0.00590442,-0.00183658,0.00000000,0.00000000,-0.00038975,0.00185767,0.00000000,0.00000000,0.00135031,-0.00233128,0.00061368,-0.00418306,0.00023163,-0.00326920,-0.00007720,-0.00483180,0.00075418,-0.00007682,-0.00594899,0.00003824,-0.00420877,-0.00176151,-0.00123150,-0.00354695,-0.00590377,0.00152476,-0.00679510,0.00012002,-0.00017177,0.00222557,0.00004547,0.00387757,0.00133459,-0.00030845,0.00500895,0.00000000,-0.00016476,-0.00132031,0.00156765,-0.00588996
Actinomyces,-0.01659796,-0.11704239,0.00191540,0.00322385,0.02681738,0.01803489,0.01047885,0.02953740,0.00001734,0.00139448,0.00012674,0.00000000,-0.00117094,0.00031408,-0.00051097,0.00024678,-0.00039148,-0.00016705,0.00020332,-0.00000189,-0.00147778,0.00769662,-0.00026161,0.00000000,-0.00006034,0.01095782,-0.00109647,-0.00274929,-0.01349022,-0.01695432,-0.00944748,0.01828459,-0.00321963,0.00001273,-0.00030297,-0.00063125,-0.00059320,-0.00022304,-0.02250657,0.01318015,0.01842732,-0.00033891,-0.00637002,-0.00113195,0.00110665,0.00351243,-0.00061445,0.01027418,0.01704613,-0.00102177,0.03392586,-0.00126067,0.00001814,0.00298563,-0.00004704,-0.00785011,0.00051351,0.00148286,-0.00205554,0.00068957,0.00053127,-0.00080713,0.00006114,0.00219138,0.00033341,0.00060559,-0.00757033,0.01143102,-0.02714400,-0.00241489,0.00013915,-0.00077802,-0.00625174,-0.00116268,0.05206645,0.00245203,-0.00936520,-0.01738169,0.00022745,-0.00032749,0.00104341,-0.00013174,0.00000000,0.00000000,0.00001481,0.00929969,0.00001102,0.00000000,-0.00158841,0.00077606,-0.00002082,0.00797182,0.00000000,0.00308700,-0.00139693,0.00523734,0.00192680,-0.00011160,0.00308542,-0.00129829,-0.00016348,-0.00237898,0.00430633,0.00003932,0.00709694,0.00023059,-0.00324558,0.00000000,0.00000000,-0.00227759,0.00003544,-0.00328484,-0.00573303,0.00011519,-0.00495440,0.00000000,0.00007643,-0.00128755,0.00075504,0.00093713
Bacillus,-0.19275993,-0.04923950,0.07532870,0.02689317,0.05963004,0.02759981,0.03627341,0.04885628,0.00099876,0.00446255,-0.00001744,-0.00368997,0.00571499,0.00057341,-0.00005831,0.00025572,0.00425854,0.01160402,0.00063593,-0.00007735,0.00013524,0.01188708,0.00000000,0.00000000,0.00137698,0.01367036,0.00418835,0.00134266,-0.01400556,-0.01357297,-0.00784152,0.00976203,-0.00025356,-0.00014537,-0.00166302,-0.00062497,0.01715873,-0.00302903,0.01111323,0.01718217,0.01759235,-0.01930383,0.00621062,0.00090219,-0.01889772,-0.01271491,0.00493282,-0.00103338,0.02019607,0.00232406,0.02298077,-0.00008188,0.00006571,-0.00066718,0.00015326,0.00099330,0.00293767,-0.00285340,0.00151827,0.00103857,0.00081237,-0.00070281,-0.00141118,0.00469172,0.00922399,0.00169840,0.00078104,0.02599683,0.00078845,-0.00024789,0.00281620,-0.00027606,0.00086298,-0.00928149,0.01641673,0.00889199,-0.09097618,-0.04134989,0.00009022,0.00000000,0.00474022,0.00004350,-0.00208555,0.00000000,0.00091085,0.00098753,0.00002704,-0.00013909,-0.00000716,-0.00048478,-0.00092342,0.00447334,-0.00000388,0.00381865,-0.00044532,0.00565476,0.00056832,0.00003223,0.00588537,0.00206244,-0.00105121,0.00008395,-0.00093046,-0.00000163,0.00564756,0.00130694,-0.00041684,-0.00003519,-0.00003688,0.00044693,0.00011856,0.00597921,-0.00238000,-0.00030713,-0.00424495,0.00000000,0.00007215,-0.00036701,0.00083176,0.00016299
